0.0019285497	-0.02856607	0.046202794	0.015344217	-0.11373627	0.0034781145	0.10153271	-0.0032331895	0.030292781	-0.028366094	0.031492643	0.0268189	0.0020436838	0.0062720915	-0.015285005	0.04639641
-0.059459906	-0.069489874	-0.00078116165	-0.032957375	-0.025059799	0.0060472535	-0.09434069	0.040522855	-0.11342971	0.06458076	0.04077119	0.0056743114	-0.027414894	0.080235705	0.08714281	0.15714508
0.08312455	0.03748431	0.09282981	0.09593174	0.07054231	-0.013348099	0.004619144	0.027773146	0.07532444	-0.052608076	0.007774513	0.04160809	0.022589609	-0.09031182	0.115478486	-0.0009575202
-0.09903298	-0.23907687	-0.12042354	-0.21704492	0.18028045	-0.077382065	-0.04326554	-0.20150346	-0.023750665	-0.08363073	-0.15374383	-0.15637201	-0.14381786	0.0811772	-0.19469193	0.14474294
-0.12664978	-0.08241505	-0.018479675	-0.042735912	-0.0020060844	-0.018132487	-0.076150574	-0.028856602	-0.107414186	-0.02736241	-0.015008376	-0.060090456	-0.031297985	0.0717455	-0.052108854	0.024460487
-0.06979962	-0.16793539	0.013887487	-0.033723272	0.08131474	-0.019953618	-0.087800905	-0.010507175	0.02779866	0.033517666	-0.019847834	-0.025793765	-0.075949624	-0.08796362	0.02818441	0.14868619
-0.18803725	-0.08156396	-0.12230757	-0.21378547	0.109332286	-0.08043642	-0.029440152	-0.17494625	-0.20204188	-0.11166831	-0.2160974	-0.21991794	-0.14646827	0.3033068	-0.2769483	0.105483934
-0.11686393	-0.017035225	-0.022746172	0.0071839113	0.024945118	-0.0737936	-0.05613861	-0.0037383193	-0.093584545	0.011825061	-0.002475727	-0.06490972	-0.035204798	0.11769716	-0.008140048	0.070128664
0.05173847	0.015096666	-0.08775542	-0.18486005	0.22196293	0.19809225	0.12737139	-0.20973219	-0.014621368	-0.08295029	-0.1471866	-0.030973827	-0.196331	-0.1128787	-0.23929827	0.090080485
-0.018489096	-0.0033597418	-0.046468735	-0.00553627	0.10877837	0.026791748	-0.07469348	-0.041294247	-0.17841174	0.018626597	0.0014413039	0.014111338	-0.041605692	0.05395551	0.036612965	0.16961515
-0.09969031	-0.35242862	-0.1930572	-0.2063522	0.19320229	0.11330639	0.02627774	-0.18453358	-0.009637474	-0.025914535	-0.18987595	-0.12058025	-0.16993918	0.044366825	-0.1889946	0.2917802
-0.0011075949	0.086142495	-0.045802567	-0.053950455	-0.026765238	0.08953781	0.16929495	0.021858288	0.032181308	0.096851334	0.025244081	0.02312531	0.06954184	-0.10609529	-0.0026835948	-0.04853662
-0.023178667	0.031691894	-0.13102435	-0.14716125	0.00065470324	0.1953494	0.18101926	-0.14207394	-0.018564885	-0.08635054	-0.13203703	0.0071902266	-0.1125115	0.019636763	-0.1639364	-0.08936547
0.053723134	0.0686661	0.15740472	0.1214584	-0.09275625	-0.0041296254	-0.07489282	0.13578649	0.061227076	0.020005051	0.14548387	0.12475959	0.13803607	-0.055030704	0.13131006	-0.0264007
